InChI,Key,smiles,Formula,Weight,logP(o/w),b_rotN,vol,lip_violation,ASA_P,Natural,ChemicalName
"InChI=1S/C28H37ClO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3",KUVIULQEHSCUHY-UHFFFAOYSA-N,ClC12C(C3CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C3(CC1O)C)CCC1=CC(=O)C=CC12C,C7H6O3,521.04999,4.7180,8,393.88,1,173.33087,0,"[2-(9-chloro-11-hydroxy-10,13,16-trimethyl-3-oxo-17-propanoyloxy-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxo-ethyl] propanoate"
"InChI=1S/C22H29ClO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3",NBMKJKDGKREAPL-UHFFFAOYSA-N,ClC12C(C3CC(C)C(O)(C(=O)CO)C3(CC1O)C)CCC1=CC(=O)C=CC12C,C7H8N4O2,408.922,2.5900,2,300.13,0,180.30064,1,"9-chloro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one"
"InChI=1S/C16H21NO4/c1-10(2)17-8-13(19)9-20-14-6-4-5-12-7-15(11(3)18)21-16(12)14/h4-7,10,13,17,19H,8-9H2,1-3H3",ZPQPDBIHYCBNIG-UHFFFAOYSA-N,o1c2c(cc1C(=O)C)cccc2OCC(O)CNC(C)C,C8H10N4O2,291.34698,1.7380,7,275.13,0,97.90255,0,1-[7-[2-hydroxy-3-(isopropylamino)propoxy]benzofuran-2-yl]ethanone
"InChI=1S/C8H13NO2/c1-3-8(2)4-6(10)9-7(11)5-8/h3-5H2,1-2H3,(H,9,10,11)",ORRZGUBHBVWWOP-UHFFFAOYSA-N,O=C1NC(=O)CC(C1)(CC)C,C8H14ClN5,155.19699,0.7330,1,136.13,0,119.60004,1,"4-ethyl-4-methyl-piperidine-2,6-dione"
"InChI=1S/C24H28N2O5/c1-2-31-24(30)20(14-12-17-8-4-3-5-9-17)25-19-15-13-18-10-6-7-11-21(18)26(23(19)29)16-22(27)28/h3-11,19-20,25H,2,12-16H2,1H3,(H,27,28)",XPCFTKFZXHTYIP-UHFFFAOYSA-N,O=C1N(c2c(CCC1NC(CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O,C8H8O3,424.49698,3.4000,10,391.63,0,161.23239,1,"2-[3-[(1-ethoxycarbonyl-3-phenyl-propyl)amino]-2-oxo-4,5-dihydro-3<I>H</I>-1-benzazepin-1-yl]acetic acid"
"InChI=1S/C19H31NO/c1-20(2)15-10-16-21-19(13-8-3-4-9-14-19)17-18-11-6-5-7-12-18/h5-7,11-12H,3-4,8-10,13-17H2,1-2H3",FYJJXENSONZJRG-UHFFFAOYSA-N,O(CCCN(C)C)C1(CCCCCC1)Cc1ccccc1,C8H9NO2,289.46298,4.8900,7,291.13,0,56.301266,0,"3-(1-benzylcycloheptoxy)-<I>N</I>,<I>N</I>-dimethyl-propan-1-amine"
"InChI=1S/C16H14N2O3/c19-15(20)11-21-16-13-8-4-5-9-14(13)18(17-16)10-12-6-2-1-3-7-12/h1-9H,10-11H2,(H,19,20)",BYFMCKSPFYVMOU-UHFFFAOYSA-N,O(CC(O)=O)c1nn(c2c1cccc2)Cc1ccccc1,C9H10O3,282.29898,2.9690,5,267.75,0,140.07635,1,2-(1-benzylindazol-3-yl)oxyacetic acid
"InChI=1S/C11H13NO4/c1-11(2)15-8-6-4-5-7(9(8)16-11)14-10(13)12-3/h4-6H,1-3H3,(H,12,13)",XEGGRYVFLWGFHI-UHFFFAOYSA-N,O1c2c(OC1(C)C)cccc2OC(=O)NC,C9H8O2,223.228,2.5220,3,199.25,0,113.54243,0,"(2,2-dimethyl-1,3-benzodioxol-4-yl) <I>N</I>-methylcarbamate"
"InChI=1S/C15H14F3N3O4S2/c16-15(17,18)10-7-11-13(8-12(10)26(19,22)23)27(24,25)21-14(20-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,20-21H,6H2,(H2,19,22,23)",HDWIHXWEUNVBIY-UHFFFAOYSA-N,S(=O)(=O)(N)c1cc2S(=O)(=O)NC(Nc2cc1C(F)(F)F)Cc1ccccc1,C10H11ClO3,421.41998,1.8028,4,292.50,0,286.49811,1,"3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2<I>H</I>-1&lambda;<sup>6</sup>,2,4-benzothiadiazine-7-sulfonamide"
"InChI=1S/C23H27N3O4/c24-23(25)26-14-16-10-12-18(13-11-16)21(27)30-20-9-5-4-8-19(20)22(28)29-15-17-6-2-1-3-7-17/h1-9,16,18H,10-15H2,(H4,24,25,26)",IAXUQWSLRKIRFR-UHFFFAOYSA-N,O(C(=O)C1CCC(CC1)CN=C(N)N)c1ccccc1C(OCc1ccccc1)=O,C10H11N3O3S,409.48599,4.0640,9,386.00,0,201.30742,1,benzyl 2-[4-(guanidinomethyl)cyclohexanecarbonyl]oxybenzoate
"InChI=1S/C32H54N4O2S2/c1-37-31-17-9-7-15-29(31)27-35-21-13-5-3-11-19-33-23-25-39-40-26-24-34-20-12-4-6-14-22-36-28-30-16-8-10-18-32(30)38-2/h7-10,15-18,33-36H,3-6,11-14,19-28H2,1-2H3",IIWOUNLDWKZMQI-UHFFFAOYSA-N,S(SCCNCCCCCCNCc1ccccc1OC)CCNCCCCCCNCc1ccccc1OC,C10H12O3,590.94202,7.2520,27,573.25,2,241.13358,0,"<I>N</I>'-[(2-methoxyphenyl)methyl]-<I>N</I>-[2-[2-[6-[(2-methoxyphenyl)methylamino]hexylamino]ethyldisulfanyl]ethyl]hexane-1,6-diamine"
"InChI=1S/C19H20F3NO2/c1-14(12-15-6-5-9-17(13-15)19(20,21)22)23-10-11-25-18(24)16-7-3-2-4-8-16/h2-9,13-14,23H,10-12H2,1H3",CJAVTWRYCDNHSM-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)CC(NCCOC(=O)c1ccccc1)C,C12H7Cl3O2,351.36798,4.7658,9,316.50,0,159.97726,1,2-[[1-methyl-2-[3-(trifluoromethyl)phenyl]ethyl]amino]ethyl benzoate
"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",SMDHCQAYESWHAE-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,C13H10N2O3S,335.28198,4.4338,8,254.13,0,233.49998,0,"<I>N</I>-butyl-<I>N</I>-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline"
"InChI=1S/C19H23N4O6PS/c1-13(23(12-24)11-16-10-21-14(2)22-18(16)20)17(8-9-29-30(26,27)28)31-19(25)15-6-4-3-5-7-15/h3-7,10,12H,8-9,11H2,1-2H3,(H2,20,21,22)(H2,26,27,28)",BTNNPSLJPBRMLZ-UHFFFAOYSA-N,S(\C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)\CCOP(O)(O)=O)C(=O)c1ccccc1,C13H18O2,466.45499,0.8950,11,379.88,0,295.1048,1,<I>S</I>-[(<I>Z</I>)-2-[(4-amino-2-methyl-pyrimidin-5-yl)methyl-formyl-amino]-1-(2-phosphonooxyethyl)prop-1-enyl] benzenecarbothioate
"InChI=1S/C32H58N2O8/c1-6-7-8-9-10-11-12-13-14-15-16-17-27(36)42-24-19-20-25(32(40)34(4)22-24)33-31(39)30(41-5)29(38)28(37)26(35)21-18-23(2)3/h18,21,23-26,28-30,35,37-38H,6-17,19-20,22H2,1-5H3,(H,33,39 )",PFRKTXMXGDERHT-UHFFFAOYSA-N,O(C(=O)CCCCCCCCCCCCC)C1CCC(NC(=O)C(OC)C(O)C(O)C(O)C=CC(C)C)C(=O)N(C1)C,C13H9Cl3N2O,598.82196,4.6820,23,565.13,1,208.87128,1,"[1-methyl-7-oxo-6-[[(<I>E</I>)-3,4,5-trihydroxy-2-methoxy-8-methyl-non-6-enoyl]amino]azepan-3-yl] tetradecanoate"
"InChI=1S/C17H30N2O7/c1-9(2)4-7-12(21)13(22)14(23)15(26-3)17(25)19-11-6-5-10(20)8-18-16(11)24/h4,7,9-15,20-23H,5-6,8H2,1-3H3,(H,18,24)(H,19,25)",QUZZOPFZTPGKCS-UHFFFAOYSA-N,OC1CCC(NC(=O)C(OC)C(O)C(O)C(O)C=CC(C)C)C(=O)NC1,C14H12O3,374.43399,-1.4410,9,322.25,1,239.67131,0,"(<I>E</I>)-3,4,5-trihydroxy-<I>N</I>-(6-hydroxy-2-oxo-azepan-3-yl)-2-methoxy-8-methyl-non-6-enamide"
"InChI=1S/C18H32N2O7/c1-10(2)5-8-13(22)14(23)15(24)16(27-4)17(25)19-12-7-6-11(21)9-20(3)18(12)26/h5,8,10-16,21-24H,6-7,9H2,1-4H3,(H,19,25)",PKRBZXVKAMNZBZ-UHFFFAOYSA-N,OC1CCC(NC(=O)C(OC)C(O)C(O)C(O)C=CC(C)C)C(=O)N(C1)C,C15H12N2O,388.461,-1.2440,9,339.63,0,224.61938,1,"(<I>E</I>)-3,4,5-trihydroxy-<I>N</I>-(6-hydroxy-1-methyl-2-oxo-azepan-3-yl)-2-methoxy-8-methyl-non-6-enamide"
"InChI=1S/C28H31N3O6/c1-18-24(27(32)36-3)26(21-11-7-12-22(15-21)31(34)35)25(19(2)29-18)28(33)37-23-13-8-14-30(17-23)16-20-9-5-4-6-10-20/h4-7,9-12,15,23,26,29H,8,13-14,16-17H2,1-3H3",QZVNQOLPLYWLHQ-UHFFFAOYSA-N,O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C1CCCN(C1)Cc1ccccc1,C4H4KNO4S,505.57098,4.9290,9,456.63,1,185.08348,0,"<I>O</I>5-(1-benzyl-3-piperidyl) <I>O</I>3-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"
"InChI=1S/C19H23NO4S/c1-21-16-7-5-8-17(22-2)19(16)23-11-10-20-12-14-13-25-18-9-4-3-6-15(18)24-14/h3-9,14,20H,10-13H2,1-2H3",QAUVAHYHKLRJCQ-UHFFFAOYSA-N,S1CC(Oc2c1cccc2)CNCCOc1c(OC)cccc1OC,C7H6O3,361.46201,2.8135,8,333.88,0,132.33443,1,"<I>N</I>-(2,3-dihydro-1,4-benzoxathiin-2-ylmethyl)-2-(2,6-dimethoxyphenoxy)ethanamine"
"InChI=1S/C21H27NO/c1-18(22-14-8-3-9-15-22)17-23-21-13-7-6-12-20(21)16-19-10-4-2-5-11-19/h2,4-7,10-13,18H,3,8-9,14-17H2,1H3",JTUQXGZRVLWBCR-UHFFFAOYSA-N,O(CC(N1CCCCC1)C)c1ccccc1Cc1ccccc1,C7H8N4O2,309.453,5.2210,6,320.13,0,14.750827,1,1-[2-(2-benzylphenoxy)-1-methyl-ethyl]piperidine
"InChI=1S/C10H15N3O5/c11-6(4-14)10(18)13-12-3-5-1-2-7(15)9(17)8(5)16/h1-2,6,12,14-17H,3-4,11H2,(H,13,18)",BNQDCRGUHNALGH-UHFFFAOYSA-N,Oc1c(O)c(O)ccc1CNNC(=O)C(N)CO,C8H10N4O2,257.246,-1.3170,6,209.38,1,280.64926,0,"2-amino-3-hydroxy-<I>N</I>'-[(2,3,4-trihydroxyphenyl)methyl]propanehydrazide"
"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3",ZOMSMJKLGFBRBS-UHFFFAOYSA-N,S1(=O)(=O)Nc2c(cccc2)C(=O)N1C(C)C,C8H14ClN5,240.283,1.3440,1,194.50,0,109.68968,1,"3-isopropyl-2,2-dioxo-1<I>H</I>-2&lambda;<sup>6</sup>,1,3-benzothiadiazin-4-one"
"InChI=1S/C23H20N2O5/c26-19-12-6-15(7-13-19)14-20(25-21(27)16-4-2-1-3-5-16)22(28)24-18-10-8-17(9-11-18)23(29)30/h1-13,20,26H,14H2,(H,24,28)(H,25,27)(H,29,30)",SPPTWHFVYKCNNK-UHFFFAOYSA-N,Oc1ccc(cc1)CC(NC(=O)c1ccccc1)C(=O)Nc1ccc(cc1)C(O)=O,C8H8O3,404.422,3.3520,9,374.13,0,228.45396,0,4-[[2-benzamido-3-(4-hydroxyphenyl)propanoyl]amino]benzoic acid
"InChI=1S/C22H40N/c1-4-5-6-7-8-9-10-11-12-13-17-20-23(2,3)21-22-18-15-14-16-19-22/h14-16,18-19H,4-13,17,20-21H2,1-3H3/q+1",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,[N+](Cc1ccccc1)(CCCCCCCCCCCCC)(C)C,C8H9NO2,318.569,7.0090,14,341.25,1,35.268131,1,benzyl-dimethyl-tridecyl-ammonium
"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,O=C(N)c1ccccc1,C9H10O3,121.139,0.8490,1,121.75,0,106.64352,1,benzamide
"InChI=1S/C7H8N2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H3,8,9)",PXXJHWLDUBFPOL-UHFFFAOYSA-N,NC(=N)c1ccccc1,C9H8O2,120.155,1.2930,1,123.75,0,116.37858,0,benzamidine
"InChI=1S/C17H12Br2O3/c1-2-13-15(10-5-3-4-6-14(10)22-13)16(20)9-7-11(18)17(21)12(19)8-9/h3-8,21H,2H2,1H3",WHQCHUCQKNIQEC-UHFFFAOYSA-N,Brc1cc(cc(Br)c1O)C(=O)c1c2c(oc1CC)cccc2,C10H11ClO3,424.08798,5.6970,3,296.38,1,64.158127,1,"(3,5-dibromo-4-hydroxy-phenyl)-(2-ethylbenzofuran-3-yl)methanone"
"InChI=1S/C12H6O12/c13-7(14)1-2(8(15)16)4(10(19)20)6(12(23)24)5(11(21)22)3(1)9(17)18/h(H,13,14)(H,15,16)(H,17,18)(H,19,20)(H,21,22)(H,23,24)",YDSWCNNOKPMOTP-UHFFFAOYSA-N,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,C10H11N3O3S,342.168,-0.0440,6,228.88,2,444.17789,0,"benzene-1,2,3,4,5,6-hexacarboxylic acid"
"InChI=1S/C27H42NO2/c1-26(2,3)22-27(4,5)24-13-15-25(16-14-24)30-20-19-29-18-17-28(6,7)21-23-11-9-8-10-12-23/h8-16H,17-22H2,1-7H3/q+1",SIYLLGKDQZGJHK-UHFFFAOYSA-N,O(CCOCC[N+](Cc1ccccc1)(C)C)c1ccc(cc1)C(CC(C)(C)C)(C)C,C10H12O3,412.638,6.0157,12,402.75,1,64.460999,1,"benzyl-dimethyl-[2-[2-[4-(1,1,3,3-tetramethylbutyl)phenoxy]ethoxy]ethyl]ammonium"
InChI=1S/C20H12/c1-2-7-17-15(4-1)12-16-9-8-13-5-3-6-14-10-11-18(17)20(16)19(13)14/h1-12H,FMMWHPNWAFZXNH-UHFFFAOYSA-N,c12c3c4ccc1c1c(cc2ccc3ccc4)cccc1,C12H7Cl3O2,252.31599,6.1690,0,261.38,1,0,1,benzo[a]pyrene
"InChI=1S/C18H29N5O4/c1-12(13(2)24)22-16(25)15(9-6-10-21-17(19)20)23-18(26)27-11-14-7-4-3-5-8-14/h3-5,7-8,12,15,17,21H,6,9-11,19-20H2,1-2H3,(H,22,25)(H,23,26)",SLLMMFWUJVANSC-UHFFFAOYSA-N,O(Cc1ccccc1)C(=O)NC(CCCNC(N)N)C(=O)NC(C(=O)C)C,C13H10N2O3S,379.461,0.0660,14,347.13,1,255.92326,0,benzyl <I>N</I>-[4-(diaminomethylamino)-1-[(1-methyl-2-oxo-propyl)carbamoyl]butyl]carbamate
"InChI=1S/C21H24N2O5/c1-14(15(2)24)22-20(26)19(12-16-8-10-18(25)11-9-16)23-21(27)28-13-17-6-4-3-5-7-17/h3-11,14,19,25H,12-13H2,1-2H3,(H,22,26)(H,23,27)",CLDDOKCDXBMMKZ-UHFFFAOYSA-N,Oc1ccc(cc1)CC(NC(OCc1ccccc1)=O)C(=O)NC(C(=O)C)C,C13H18O2,384.43198,2.5760,11,359.50,0,146.49083,1,benzyl <I>N</I>-[1-[(4-hydroxyphenyl)methyl]-2-[(1-methyl-2-oxo-propyl)amino]-2-oxo-ethyl]carbamate
"InChI=1S/C16H19NO4/c1-17-11-7-8-12(17)14(15(18)19)13(9-11)21-16(20)10-5-3-2-4-6-10/h2-6,11-14H,7-9H2,1H3,(H,18,19)",GVGYEFKIHJTNQZ-UHFFFAOYSA-N,O(C(=O)c1ccccc1)C1CC2N(C(CC2)C1C(O)=O)C,C13H9Cl3N2O,289.33099,2.1590,4,234.38,0,131.42603,0,3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylic acid
"InChI=1S/C17H21N/c1-15(13-16-9-5-3-6-10-16)18(2)14-17-11-7-4-8-12-17/h3-12,15H,13-14H2,1-2H3",YXKTVDFXDRQTKV-UHFFFAOYSA-N,N(Cc1ccccc1)(C(Cc1ccccc1)C)C,C14H12O3,239.362,4.2930,5,258.13,0,20.166872,1,<I>N</I>-benzyl-<I>N</I>-methyl-1-phenyl-propan-2-amine
"InChI=1S/C22H32N2O5/c1-6-23(7-2)22(26)17-13-24-9-8-15-10-20(27-4)21(28-5)11-16(15)18(24)12-19(17)29-14(3)25/h10-11,17-19H,6-9,12-13H2,1-5H3",JSZILQVIPPROJI-UHFFFAOYSA-N,O(C(=O)C)C1CC2N(CC1C(=O)N(CC)CC)CCc1cc(OC)c(OC)cc12,C15H12N2O,404.50699,1.7747,8,375.75,0,157.27359,1,"[3-(diethylcarbamoyl)-9,10-dimethoxy-2,3,4,6,7,11<I>b</I>-hexahydro-1<I>H</I>-benzo[a]quinolizin-2-yl] acetate"
"InChI=1S/C15H14ClN3O4S3/c16-11-6-12-14(7-13(11)25(17,20)21)26(22,23)19-15(18-12)9-24-8-10-4-2-1-3-5-10/h1-7H,8-9H2,(H,18,19)(H2,17,20,21)",NDTSRXAMMQDVSW-UHFFFAOYSA-N,Clc1cc2N=C(NS(=O)(=O)c2cc1S(=O)(=O)N)CSCc1ccccc1,C4H4KNO4S,431.94501,2.0210,5,313.13,0,269.61307,0,"3-(benzylsulfanylmethyl)-6-chloro-1,1-dioxo-2<I>H</I>-1&lambda;<sup>6</sup>,2,4-benzothiadiazine-7-sulfonamide"
"InChI=1S/C21H25NO/c1-22-18-12-13-19(22)15-20(14-18)23-21(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-21H,12-15H2,1H3",GIJXKZJWITVLHI-UHFFFAOYSA-N,O(C(c1ccccc1)c1ccccc1)C1CC2N(C(C1)CC2)C,C7H6O3,307.43698,5.2090,4,293.50,0,25.99044,1,3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane
"InChI=1S/C8H7NS/c10-7-9-6-8-4-2-1-3-5-8/h1-5H,6H2",MDKCFLQDBWCQCV-UHFFFAOYSA-N,S=C=NCc1ccccc1,C7H8N4O2,149.217,3.3210,2,147.25,0,129.01926,0,isothiocyanatomethylbenzene
"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,O(C(=O)c1ccccc1C(OCCCC)=O)Cc1ccccc1,C8H10N4O2,312.36499,4.9710,9,309.75,0,65.729248,1,"<I>O</I>2-benzyl <I>O</I>1-butyl benzene-1,2-dicarboxylate"
"InChI=1S/C14H14ClN3O4S2/c15-10-7-11-13(8-12(10)23(16,19)20)24(21,22)18-14(17-11)6-9-4-2-1-3-5-9/h1-5,7-8,14,17-18H,6H2,(H2,16,19,20)",BWSSMIJUDVUASQ-UHFFFAOYSA-N,Clc1cc2NC(NS(=O)(=O)c2cc1S(=O)(=O)N)Cc1ccccc1,C8H14ClN5,387.86801,1.4600,3,283.13,0,230.12352,1,"3-benzyl-6-chloro-1,1-dioxo-3,4-dihydro-2<I>H</I>-1&lambda;<sup>6</sup>,2,4-benzothiadiazine-7-sulfonamide"
"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)",JGSARLDLIJGVTE-UHFFFAOYSA-N,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)Cc1ccccc1,C8H8O3,334.396,1.6250,5,279.13,0,210.22058,0,"3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
"InChI=1S/C21H25ClN2O3/c22-17-8-6-16(7-9-17)21(19-4-1-2-12-23-19)27-18-10-14-24(15-11-18)13-3-5-20(25)26/h1-2,4,6-9,12,18,21H,3,5,10-11,13-15H2,(H,25,26)",YWGDOWXRIALTES-UHFFFAOYSA-N,Clc1ccc(cc1)C(OC1CCN(CC1)CCCC(O)=O)c1ncccc1,C8H9NO2,388.89499,3.7910,8,350.25,0,109.91569,1,4-[4-[(4-chlorophenyl)-(2-pyridyl)methoxy]-1-piperidyl]butanoic acid
"InChI=1S/C24H34N2O/c1-21(2)19-27-20-24(25-15-9-10-16-25)18-26(23-13-7-4-8-14-23)17-22-11-5-3-6-12-22/h3-8,11-14,21,24H,9-10,15-20H2,1-2H3",UIEATEWHFDRYRU-UHFFFAOYSA-N,O(CC(C)C)CC(N1CCCC1)CN(Cc1ccccc1)c1ccccc1,C9H10O3,366.54898,5.3700,10,371.25,1,23.892685,0,<I>N</I>-benzyl-<I>N</I>-(3-isobutoxy-2-pyrrolidin-1-yl-propyl)aniline
"InChI=1S/C24H30O5/c1-3-4-7-15(2)19(25)13-12-17-20(26)14-21-23(17)18-10-5-8-16(24(18)29-21)9-6-11-22(27)28/h5,8,10,12-13,15,17,19-21,23,25-26H,6-7,9,11,14H2,1-2H3,(H,27,28)",CTPOHARTNNSRSR-UHFFFAOYSA-N,O1c2c(C3C1CC(O)C3C=CC(O)C(CC#CC)C)cccc2CCCC(O)=O,C9H8O2,398.49899,3.3320,9,378.25,0,214.39882,1,"4-[2-hydroxy-1-[(<I>E</I>)-3-hydroxy-4-methyl-oct-1-en-6-ynyl]-2,3,3<I>a</I>,8<I>b</I>-tetrahydro-1<I>H</I>-cyclopenta[b]benzofuran-5-yl]butanoic acid"
"InChI=1S/C14H15N7/c15-13(16)9-1-5-11(6-2-9)19-21-20-12-7-3-10(4-8-12)14(17)18/h1-8H,(H3,15,16)(H3,17,18)(H,19,20)",XNYZHCFCZNMTFY-UHFFFAOYSA-N,N(=N\Nc1ccc(cc1)C(N)=N)/c1ccc(cc1)C(N)=N,C10H11N3O3S,281.323,2.7160,5,264.63,1,251.63362,0,4-[(2<I>E</I>)-2-(4-carbamimidoylphenyl)iminohydrazino]benzamidine
"InChI=1S/C12H8O4/c1-14-12-7-2-3-11(13)16-10(7)6-9-8(12)4-5-15-9/h2-6H,1H3",BGEBZHIAGXMEMV-UHFFFAOYSA-N,O1c2c(C=CC1=O)c(OC)c1c(occ1)c2,C10H12O3,216.192,2.4340,1,198.25,0,114.96002,1,"4-methoxyfuro[3,2-g]chromen-7-one"
"InChI=1S/C14H16O9/c1-21-11-5(16)2-4-7(9(11)18)12-13(23-14(4)20)10(19)8(17)6(3-15)22-12/h2,6,8,10,12-13,15-19H,3H2,1H3",YWJXCIXBAKGUKZ-UHFFFAOYSA-N,O1C2C(OC(=O)c3c2c(O)c(OC)c(O)c3)C(O)C(O)C1CO,C12H7Cl3O2,328.27298,-0.8750,2,254.25,0,274.10931,0,"3,4,8,10-tetrahydroxy-2-(hydroxymethyl)-9-methoxy-3,4,4<I>a</I>,10<I>b</I>-tetrahydro-2<I>H</I>-pyrano[3,2-c]isochromen-6-one"
"InChI=1S/C21H31N7O15P2/c22-17-12-19(25-6-24-17)28(7-26-12)21-16(33)14(31)10(42-21)5-40-45(37,38)43-44(35,36)39-4-9-13(30)15(32)20(41-9)27-3-8(18(23)34)1-2-11(27)29/h3,6-7,9-11,13-16,20-21,29-33H,1-2,4 -5H2,(H2,23,34)(H,35,36)(H,37,38)(H2,22,24,25)",IDBZKGQRLBFUFQ-UHFFFAOYSA-N,P(OCC1OC(N2C=C(CCC2O)C(=O)N)C(O)C1O)(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)(O)=O)(O)=O,C13H10N2O3S,683.461,-6.4339,11,490.00,3,584.32513,1,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] [5-(5-carbamoyl-2-hydroxy-3,4-dihydro-2<I>H</I>-pyridin-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl hydrogen  phosphate"
"InChI=1S/C9H9NO5/c1-14-5-2-3-6-7(4-5)15-9(12)8(11)10(6)13/h2-4,9,12-13H,1H3",GDNZNIJPBQATCZ-UHFFFAOYSA-N,O1c2cc(OC)ccc2N(O)C(=O)C1O,C13H18O2,211.17299,0.0660,1,174.63,0,185.75558,1,"2,4-dihydroxy-7-methoxy-1,4-benzoxazin-3-one"
"InChI=1S/C8H7BO2S/c10-9(11)8-5-6-3-1-2-4-7(6)12-8/h1-5,10-11H",YNCYPMUJDDXIRH-UHFFFAOYSA-N,s1c2c(cc1B(O)O)cccc2,C13H9Cl3N2O,178.019,2.2550,1,159.25,0,111.72908,0,benzothiophen-2-ylboronic acid
"InChI=1S/C5H8N2O5/c6-2(4(9)10)1-7-3(8)5(11)12/h2H,1,6H2,(H,7,8)(H,9,10)(H,11,12)",NEEQFPMRODQIKX-UHFFFAOYSA-N,OC(=O)C(N)CNC(=O)C(O)=O,C14H12O3,176.12799,-4.7667,5,133.63,0,280.69699,1,2-amino-3-(oxaloamino)propanoic acid
InChI=1S/C19H12O2/c20-16-12-18(14-7-2-1-3-8-14)21-17-11-10-13-6-4-5-9-15(13)19(16)17/h1-12H,OUGIDAPQYNCXRA-UHFFFAOYSA-N,O1c2c(c3c(cc2)cccc3)C(=O)C=C1c1ccccc1,C15H12N2O,272.30298,4.6060,1,273.38,0,36.671753,0,3-phenylbenzo[f]chromen-1-one
"InChI=1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21 ,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)",XJLXINKUBYWONI-UHFFFAOYSA-M,P(OCC1OC([n+]2cc(ccc2)C(=O)N)C(O)C1O)(OP(OCC1OC(n2c3ncnc(N)c3nc2)C(OP(O)(=O)[O-])C1O)(O)=O)(=O)[O-],C4H4KNO4S,742.401,-5.6819,13,512.88,3,666.76617,1,"[2-(6-aminopurin-9-yl)-5-[[[[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-oxido-phosphoryl]oxy-hydroxy-phosphoryl]oxymethyl]-4-hydroxy-tetrahydrofuran-3-yl] hydrogen ph osphate"
